# viz export: pronoun dot-panel. seed=20260707, cut=freehand, n=1000/group
# detection: patterns.has_first_person / has_second_person (same as published)
# sanity prompts: first 29.1% (pub 31.8), second 26.9% (pub 26.6), n=1000
# sanity orcas: first 1.7% (pub 2.3), second 0.6% (pub 0.8), n=1000
group,dot_id,has_first_person,has_second_person
orcas,367,0,0
orcas,368,0,0
orcas,369,0,0
orcas,370,0,0
orcas,371,0,0
orcas,372,0,0
orcas,373,0,0
orcas,374,0,0
orcas,375,0,0
orcas,376,0,0
orcas,377,0,0
orcas,378,0,0
orcas,379,0,0
orcas,380,0,0
orcas,381,0,0
orcas,382,0,0
orcas,383,0,0
orcas,384,0,0
orcas,385,0,0
orcas,386,0,0
orcas,387,0,0
orcas,388,0,0
orcas,389,0,0
orcas,390,0,0
orcas,391,0,0
orcas,392,0,0
orcas,393,0,0
orcas,394,0,0
orcas,395,0,0
orcas,396,0,0
orcas,397,0,0
orcas,398,0,0
orcas,399,0,0
orcas,400,0,0
orcas,401,0,0
orcas,402,0,0
orcas,403,0,0
orcas,404,0,0
orcas,405,0,0
orcas,406,0,0
orcas,407,0,0
orcas,408,0,0
orcas,409,0,0
orcas,410,0,0
orcas,411,0,0
orcas,412,0,0
orcas,413,0,0
orcas,414,0,0
orcas,415,0,0
orcas,416,0,0
orcas,417,0,0
orcas,418,0,0
orcas,419,0,0
orcas,420,0,0
orcas,421,0,0
orcas,422,0,0
orcas,423,0,0
orcas,424,0,0
orcas,425,0,0
orcas,426,0,0
orcas,427,0,0
orcas,428,0,0
orcas,429,0,0
orcas,430,0,0
orcas,431,0,0
orcas,432,0,0
orcas,433,0,0
orcas,434,0,0
orcas,435,0,0
orcas,436,0,0
orcas,437,0,0
orcas,438,0,0
orcas,439,0,0
orcas,440,0,0
orcas,441,0,0
orcas,442,0,0
orcas,443,0,0
orcas,444,0,0
orcas,445,0,0
orcas,446,0,0
orcas,447,0,0
orcas,448,0,0
orcas,449,0,0
orcas,450,0,0
orcas,451,0,0
orcas,452,0,0
orcas,453,0,0
orcas,454,0,0
orcas,455,0,0
orcas,456,0,0
orcas,457,0,0
orcas,458,0,0
orcas,459,0,0
orcas,460,0,0
orcas,461,0,0
orcas,462,0,0
orcas,463,0,0
orcas,464,0,0
orcas,465,0,0
orcas,466,0,0
orcas,467,0,0
orcas,468,0,0
orcas,469,0,0
orcas,470,0,0
orcas,471,0,0
orcas,472,0,0
orcas,473,0,0
orcas,474,0,0
orcas,475,0,0
orcas,476,0,0
orcas,477,0,0
orcas,478,0,0
orcas,479,0,0
orcas,480,0,0
orcas,481,0,0
orcas,482,0,0
orcas,483,0,0
orcas,484,0,0
orcas,485,0,0
orcas,486,0,0
orcas,487,0,0
orcas,488,0,0
orcas,489,0,0
orcas,490,0,0
orcas,491,0,0
orcas,492,0,0
orcas,493,0,0
orcas,494,0,0
orcas,495,0,0
orcas,496,0,0
orcas,497,0,0
orcas,498,0,0
orcas,499,0,0
orcas,500,0,0
orcas,501,0,0
orcas,502,0,0
orcas,503,0,0
orcas,504,0,0
orcas,505,1,0
orcas,506,1,0
orcas,507,0,0
orcas,508,0,0
orcas,509,0,0
orcas,510,0,0
orcas,511,0,0
orcas,512,0,0
orcas,513,0,0
orcas,514,0,0
orcas,515,0,0
orcas,516,0,0
orcas,517,0,0
orcas,518,0,0
orcas,519,0,0
orcas,520,0,0
orcas,521,0,0
orcas,522,0,0
orcas,523,0,0
orcas,524,0,0
orcas,525,0,0
orcas,526,0,0
orcas,527,0,0
orcas,528,0,0
orcas,529,0,0
orcas,530,0,0
orcas,531,0,0
orcas,532,0,0
orcas,533,0,0
orcas,534,0,0
orcas,535,0,0
orcas,536,0,0
orcas,537,0,0
orcas,538,0,0
orcas,539,0,0
orcas,540,0,0
orcas,541,0,0
orcas,542,0,0
orcas,543,0,0
orcas,544,0,0
orcas,545,0,0
orcas,546,0,0
orcas,547,0,0
orcas,548,0,0
orcas,549,0,0
orcas,550,0,0
orcas,551,0,0
orcas,552,0,0
orcas,553,0,0
orcas,554,0,0
orcas,555,0,0
orcas,556,0,0
orcas,557,0,0
orcas,558,0,0
orcas,559,0,0
orcas,560,0,0
orcas,561,0,0
orcas,562,1,0
orcas,563,0,0
orcas,564,0,0
orcas,565,0,0
orcas,566,0,0
orcas,567,0,0
orcas,568,0,0
orcas,569,0,0
orcas,570,0,0
orcas,571,0,0
orcas,572,0,0
orcas,573,0,0
orcas,574,1,0
orcas,575,0,0
orcas,576,0,0
orcas,577,0,0
orcas,578,0,0
orcas,579,0,0
orcas,580,0,0
orcas,581,0,0
orcas,582,0,0
orcas,583,0,0
orcas,584,0,0
orcas,585,0,0
orcas,586,0,0
orcas,587,0,0
orcas,588,0,0
orcas,589,0,0
orcas,590,0,0
orcas,591,0,0
orcas,592,0,0
orcas,593,0,0
orcas,594,0,0
orcas,595,0,0
orcas,596,0,0
orcas,597,0,1
orcas,598,0,0
orcas,599,0,0
orcas,600,0,0
orcas,601,0,0
orcas,602,0,0
orcas,603,0,0
orcas,604,0,0
orcas,605,0,0
orcas,606,0,0
orcas,607,0,0
orcas,608,0,0
orcas,609,0,0
orcas,610,0,0
orcas,611,0,0
orcas,612,0,0
orcas,613,0,0
orcas,614,0,0
orcas,615,0,0
orcas,616,0,0
orcas,617,0,0
orcas,618,0,0
orcas,619,0,0
orcas,620,0,0
orcas,621,0,0
orcas,622,0,0
orcas,623,1,0
orcas,624,0,0
orcas,625,0,0
orcas,626,0,0
orcas,627,0,0
orcas,628,0,0
orcas,629,0,0
orcas,630,0,0
orcas,631,0,0
orcas,632,0,0
orcas,633,0,0
orcas,634,0,0
orcas,635,0,0
orcas,636,0,0
orcas,637,0,0
orcas,638,0,0
orcas,639,0,0
orcas,640,0,0
orcas,641,0,0
orcas,642,0,0
orcas,643,0,0
orcas,644,0,0
orcas,645,0,0
orcas,646,0,0
orcas,647,0,0
orcas,648,0,0
orcas,649,0,0
orcas,650,0,0
orcas,651,0,0
orcas,652,0,0
orcas,653,0,0
orcas,654,0,0
orcas,655,0,0
orcas,656,0,0
orcas,657,0,0
orcas,658,0,0
orcas,659,0,0
orcas,660,0,0
orcas,661,0,0
orcas,662,0,0
orcas,663,0,0
orcas,664,0,0
orcas,665,0,0
orcas,666,0,0
orcas,667,0,0
orcas,668,0,0
orcas,669,0,0
orcas,670,0,0
orcas,671,0,0
orcas,672,0,0
orcas,673,0,0
orcas,674,0,0
orcas,675,0,0
orcas,676,0,0
orcas,677,0,0
orcas,678,0,0
orcas,679,0,0
orcas,680,0,0
orcas,681,0,0
orcas,682,0,0
orcas,683,0,0
orcas,684,0,0
orcas,685,0,0
orcas,686,0,0
orcas,687,0,0
orcas,688,0,0
orcas,689,0,0
orcas,690,0,0
orcas,691,0,0
orcas,692,0,0
orcas,693,0,0
orcas,694,0,0
orcas,695,1,0
orcas,696,0,0
orcas,697,0,0
orcas,698,0,0
orcas,699,0,0
orcas,700,0,0
orcas,701,0,0
orcas,702,0,0
orcas,703,0,0
orcas,704,0,1
orcas,705,1,0
orcas,706,0,0
orcas,707,0,0
orcas,708,0,0
orcas,709,0,0
orcas,710,0,0
orcas,711,0,0
orcas,712,0,0
orcas,713,0,0
orcas,714,0,0
orcas,715,0,0
orcas,716,0,0
orcas,717,0,0
orcas,718,0,0
orcas,719,0,0
orcas,720,0,0
orcas,721,0,0
orcas,722,0,0
orcas,723,0,0
orcas,724,0,0
orcas,725,0,0
orcas,726,0,0
orcas,727,0,0
orcas,728,0,0
orcas,729,0,0
orcas,730,0,0
orcas,731,0,0
orcas,732,0,0
orcas,733,0,0
orcas,734,0,0
orcas,735,0,0
orcas,736,0,0
orcas,737,0,0
orcas,738,0,0
orcas,739,0,0
orcas,740,0,0
orcas,741,0,0
orcas,742,0,0
orcas,743,0,0
orcas,744,0,0
orcas,745,0,0
orcas,746,0,0
orcas,747,0,0
orcas,748,0,0
orcas,749,0,0
orcas,750,0,0
orcas,751,0,0
orcas,752,0,0
orcas,753,0,0
orcas,754,0,0
orcas,755,0,0
orcas,756,0,0
orcas,757,0,0
orcas,758,0,0
orcas,759,0,0
orcas,760,0,0
orcas,761,0,0
orcas,762,0,0
orcas,763,0,0
orcas,764,0,0
orcas,765,1,0
orcas,766,0,0
orcas,767,0,0
orcas,768,0,0
orcas,769,0,0
orcas,770,0,0
orcas,771,0,0
orcas,772,0,0
orcas,773,0,0
orcas,774,0,0
orcas,775,0,0
orcas,776,0,0
orcas,777,0,0
orcas,778,0,0
orcas,779,0,1
orcas,780,0,0
orcas,781,0,0
orcas,782,0,0
orcas,783,0,0
orcas,784,0,0
orcas,785,0,0
orcas,786,0,0
orcas,787,0,0
orcas,788,0,0
orcas,789,0,0
orcas,790,0,0
orcas,791,0,0
orcas,792,0,0
orcas,793,0,0
orcas,794,0,0
orcas,795,0,0
orcas,796,0,0
orcas,797,0,0
orcas,798,0,0
orcas,799,0,0
orcas,800,0,0
orcas,801,0,0
orcas,802,0,0
orcas,803,0,0
orcas,804,0,0
orcas,805,0,0
orcas,806,1,0
orcas,807,0,0
orcas,808,0,0
orcas,809,0,0
orcas,810,0,0
orcas,811,0,0
orcas,812,0,0
orcas,813,0,0
orcas,814,0,0
orcas,815,0,0
orcas,816,0,0
orcas,817,0,0
orcas,818,0,0
orcas,819,0,0
orcas,820,0,0
orcas,821,0,0
orcas,822,0,0
orcas,823,0,1
orcas,824,0,0
orcas,825,0,0
orcas,826,0,0
orcas,827,0,0
orcas,828,0,0
orcas,829,0,0
orcas,830,0,0
orcas,831,0,0
orcas,832,0,0
orcas,833,0,0
orcas,834,0,0
orcas,835,0,0
orcas,836,0,0
orcas,837,0,0
orcas,838,0,0
orcas,839,0,0
orcas,840,0,0
orcas,841,0,0
orcas,842,0,0
orcas,843,0,0
orcas,844,0,0
orcas,845,0,0
orcas,846,0,0
orcas,847,0,0
orcas,848,0,0
orcas,849,0,0
orcas,850,0,0
orcas,851,0,0
orcas,852,0,0
orcas,853,0,0
orcas,854,0,0
orcas,855,0,0
orcas,856,0,0
orcas,857,0,0
orcas,858,0,0
orcas,859,0,0
orcas,860,0,0
orcas,861,0,0
orcas,862,0,0
orcas,863,0,0
orcas,864,0,0
orcas,865,0,0
orcas,866,0,0
orcas,867,0,0
orcas,868,0,0
orcas,869,0,0
orcas,870,0,0
orcas,871,0,0
orcas,872,0,0
orcas,873,0,0
orcas,874,0,0
orcas,875,0,0
orcas,876,0,0
orcas,877,0,0
orcas,878,0,0
orcas,879,0,0
orcas,880,0,0
orcas,881,0,0
orcas,882,0,0
orcas,883,0,0
orcas,884,0,0
orcas,885,0,0
orcas,886,0,0
orcas,887,0,0
orcas,888,0,0
orcas,889,0,0
orcas,890,0,0
orcas,891,0,0
orcas,892,0,0
orcas,893,0,0
orcas,894,0,0
orcas,895,0,0
orcas,896,0,0
orcas,897,0,0
orcas,898,0,0
orcas,899,0,0
orcas,900,0,0
orcas,901,0,0
orcas,902,0,0
orcas,903,0,0
orcas,904,0,0
orcas,905,0,0
orcas,906,0,0
orcas,907,0,0
orcas,908,0,0
orcas,909,0,0
orcas,910,0,0
orcas,911,1,0
orcas,912,0,0
orcas,913,0,0
orcas,914,0,0
orcas,915,0,0
orcas,916,0,0
orcas,917,0,0
orcas,918,0,0
orcas,919,0,0
orcas,920,0,0
orcas,921,0,0
orcas,922,0,0
orcas,923,0,0
orcas,924,0,0
orcas,925,0,0
orcas,926,0,0
orcas,927,0,0
orcas,928,0,0
orcas,929,0,0
orcas,930,0,0
orcas,931,0,0
orcas,932,0,0
orcas,933,0,0
orcas,934,0,0
orcas,935,0,0
orcas,936,0,0
orcas,937,0,0
orcas,938,0,0
orcas,939,0,0
orcas,940,0,0
orcas,941,0,0
orcas,942,0,0
orcas,943,0,0
orcas,944,0,0
orcas,945,0,0
orcas,946,0,0
orcas,947,0,0
orcas,948,0,0
orcas,949,0,0
orcas,950,0,0
orcas,951,0,0
orcas,952,1,0
orcas,953,0,0
orcas,954,0,0
orcas,955,0,0
orcas,956,0,0
orcas,957,0,0
orcas,958,0,0
orcas,959,0,0
orcas,960,0,0
orcas,961,0,0
orcas,962,0,0
orcas,963,0,0
orcas,964,0,0
orcas,965,0,0
orcas,966,0,0
orcas,967,0,0
orcas,968,0,0
orcas,969,0,0
orcas,970,0,0
orcas,971,0,0
orcas,972,0,0
orcas,973,0,0
orcas,974,0,0
orcas,975,0,0
orcas,976,0,0
orcas,977,0,0
orcas,978,0,0
orcas,979,0,0
orcas,980,0,0
orcas,981,0,0
orcas,982,0,0
orcas,983,0,0
orcas,984,0,0
orcas,985,0,0
orcas,986,0,0
orcas,987,0,0
orcas,988,0,0
orcas,989,0,0
orcas,990,0,1
orcas,991,0,0
orcas,992,0,0
orcas,993,0,0
orcas,994,0,0
orcas,995,0,0
orcas,996,0,0
orcas,997,0,0
orcas,998,0,0
orcas,999,0,0
